listing_id,high,medium,low
7074339,0.06,0.295,0.645
7016267,0.295,0.27,0.435
7014217,0.015,0.175,0.81
7013397,0.025,0.12,0.855
6996648,0.05,0.285,0.665
7041320,0.0,0.09,0.91
6969619,0.08,0.38,0.54
7433930,0.095,0.28,0.625
6962030,0.33,0.35,0.32
6970865,0.16,0.285,0.555
6972093,0.115,0.23,0.655
6982076,0.075,0.24,0.685
7019698,0.025,0.135,0.84
6962643,0.03,0.13,0.84
7061970,0.02,0.15,0.83
6977252,0.01,0.125,0.865
6973946,0.015,0.075,0.91
6985206,0.07,0.31,0.62
7062818,0.105,0.33,0.565
6970575,0.15,0.43,0.42
7079765,0.005,0.075,0.92
7019167,0.04,0.19,0.77
7079450,0.115,0.315,0.57
7037387,0.125,0.295,0.58
7027900,0.09,0.24,0.67
7031313,0.145,0.36,0.495
6987646,0.01,0.235,0.755
7006300,0.05,0.19,0.76
7079400,0.24,0.365,0.395
6993472,0.015,0.055,0.93
7027783,0.085,0.275,0.64
7016738,0.005,0.02,0.975
6975973,0.03,0.15,0.82
7011563,0.035,0.22,0.745
7049674,0.02,0.16,0.82
7024664,0.04,0.24,0.72
6955797,0.08,0.37,0.55
7024072,0.075,0.39,0.535
6974917,0.045,0.355,0.6
6969218,0.025,0.165,0.81
6962035,0.16,0.295,0.545
7006469,0.035,0.18,0.785
6952290,0.03,0.185,0.785
7004014,0.01,0.07,0.92
6966589,0.24,0.395,0.365
7019211,0.03,0.13,0.84
7027961,0.045,0.15,0.805
7068815,0.145,0.355,0.5
6998395,0.175,0.27,0.555
7042460,0.075,0.305,0.62
7016788,0.245,0.35,0.405
6958582,0.175,0.445,0.38
6961942,0.0,0.075,0.925
6952229,0.175,0.375,0.45
6967192,0.18,0.3,0.52
7050798,0.08,0.415,0.505
6952562,0.14,0.355,0.505
6974375,0.04,0.185,0.775
7020508,0.175,0.285,0.54
7001293,0.075,0.205,0.72
7081379,0.04,0.225,0.735
6984578,0.11,0.37,0.52
7072339,0.03,0.135,0.835
7015357,0.0,0.01,0.99
6974390,0.065,0.32,0.615
6985442,0.07,0.265,0.665
7051085,0.255,0.345,0.4
6964342,0.06,0.25,0.69
7059546,0.015,0.135,0.85
7026523,0.155,0.39,0.455
7037410,0.075,0.23,0.695
6987224,0.04,0.26,0.7
7001589,0.005,0.04,0.955
7038893,0.075,0.39,0.535
6975659,0.11,0.425,0.465
7024924,0.04,0.235,0.725
6988868,0.01,0.055,0.935
6955741,0.28,0.38,0.34
6969203,0.01,0.095,0.895
6978655,0.135,0.34,0.525
7047850,0.065,0.405,0.53
7075626,0.05,0.205,0.745
6996421,0.085,0.46,0.455
6971930,0.3,0.285,0.415
7074614,0.005,0.125,0.87
7012948,0.055,0.31,0.635
7048439,0.025,0.16,0.815
7019364,0.05,0.35,0.6
7054946,0.02,0.27,0.71
7029127,0.08,0.435,0.485
7001259,0.03,0.195,0.775
6973199,0.235,0.36,0.405
7040778,0.0,0.035,0.965
6984670,0.0,0.015,0.985
7011768,0.05,0.23,0.72
6962265,0.01,0.085,0.905
7052347,0.015,0.13,0.855
7023909,0.135,0.31,0.555
7030004,0.01,0.07,0.92
7081979,0.09,0.32,0.59
7022410,0.135,0.275,0.59
6954846,0.02,0.13,0.85
7033381,0.035,0.2,0.765
7075565,0.04,0.265,0.695
6967000,0.065,0.18,0.755
6991474,0.005,0.1,0.895
6973443,0.05,0.16,0.79
7009839,0.045,0.2,0.755
7070591,0.085,0.325,0.59
6959349,0.06,0.245,0.695
6975117,0.015,0.175,0.81
6993570,0.02,0.155,0.825
6986108,0.215,0.31,0.475
7010379,0.07,0.165,0.765
7010909,0.255,0.445,0.3
7034205,0.025,0.155,0.82
6985561,0.03,0.15,0.82
6952480,0.185,0.415,0.4
7060644,0.275,0.35,0.375
7037312,0.085,0.35,0.565
7026214,0.025,0.14,0.835
7002645,0.095,0.34,0.565
7051648,0.02,0.055,0.925
6976950,0.03,0.155,0.815
6980253,0.055,0.225,0.72
7082810,0.135,0.295,0.57
7005206,0.025,0.4,0.575
6963595,0.14,0.26,0.6
6954673,0.155,0.345,0.5
7047491,0.11,0.255,0.635
6958226,0.155,0.31,0.535
7041084,0.01,0.155,0.835
7013807,0.21,0.31,0.48
7079651,0.025,0.075,0.9
7074887,0.335,0.29,0.375
7050901,0.1,0.335,0.565
7070136,0.07,0.185,0.745
7068295,0.02,0.08,0.9
6966877,0.12,0.335,0.545
6996014,0.035,0.175,0.79
6960431,0.095,0.32,0.585
6970722,0.03,0.145,0.825
7075272,0.005,0.075,0.92
7066120,0.04,0.155,0.805
6990658,0.005,0.055,0.94
7046122,0.185,0.3,0.515
6977282,0.005,0.065,0.93
7028247,0.0,0.095,0.905
7026659,0.01,0.055,0.935
7076019,0.01,0.135,0.855
7069925,0.295,0.3,0.405
6955087,0.02,0.22,0.76
6986269,0.165,0.385,0.45
7031594,0.045,0.3,0.655
7044346,0.01,0.14,0.85
7065399,0.07,0.35,0.58
7069120,0.015,0.075,0.91
7363410,0.1,0.365,0.535
7041478,0.095,0.285,0.62
6965897,0.01,0.04,0.95
6954974,0.095,0.32,0.585
6988670,0.025,0.155,0.82
6994585,0.095,0.425,0.48
7028256,0.15,0.545,0.305
6957866,0.09,0.34,0.57
6994120,0.14,0.415,0.445
6998556,0.02,0.16,0.82
7061805,0.065,0.175,0.76
7012568,0.02,0.09,0.89
7005385,0.11,0.38,0.51
7036712,0.18,0.39,0.43
7036462,0.1,0.23,0.67
7041280,0.2,0.385,0.415
6965776,0.13,0.355,0.515
7060071,0.055,0.225,0.72
7064373,0.025,0.285,0.69
7000259,0.105,0.37,0.525
7031914,0.04,0.155,0.805
6987652,0.07,0.205,0.725
7031077,0.09,0.425,0.485
6974991,0.03,0.225,0.745
7082093,0.025,0.11,0.865
7008705,0.275,0.315,0.41
7027609,0.02,0.195,0.785
7021864,0.055,0.305,0.64
7078667,0.02,0.33,0.65
6973882,0.175,0.34,0.485
7077429,0.005,0.035,0.96
7018996,0.05,0.175,0.775
6971101,0.065,0.295,0.64
7061072,0.255,0.36,0.385
6956023,0.075,0.315,0.61
6987082,0.125,0.315,0.56
6959615,0.03,0.145,0.825
6959660,0.05,0.185,0.765
6969849,0.075,0.36,0.565
6996882,0.075,0.355,0.57
7005995,0.15,0.34,0.51
6953348,0.11,0.365,0.525
7070945,0.005,0.075,0.92
7066607,0.04,0.305,0.655
7015858,0.065,0.395,0.54
6977902,0.015,0.07,0.915
7005159,0.155,0.27,0.575
7077408,0.055,0.2,0.745
7031359,0.055,0.22,0.725
7019249,0.07,0.275,0.655
7039193,0.04,0.225,0.735
6955229,0.015,0.17,0.815
7071166,0.05,0.17,0.78
7006616,0.075,0.27,0.655
6985067,0.0,0.115,0.885
7067799,0.025,0.11,0.865
7037603,0.05,0.18,0.77
6971951,0.12,0.28,0.6
7020401,0.05,0.345,0.605
7069598,0.195,0.495,0.31
6984394,0.08,0.23,0.69
7018901,0.145,0.375,0.48
7048250,0.02,0.205,0.775
7079427,0.155,0.295,0.55
7054447,0.025,0.205,0.77
7061029,0.09,0.275,0.635
6981979,0.06,0.18,0.76
6968155,0.175,0.41,0.415
7031055,0.06,0.35,0.59
7019940,0.3,0.275,0.425
6966981,0.15,0.395,0.455
7027172,0.15,0.35,0.5
7044090,0.02,0.155,0.825
6985493,0.02,0.22,0.76
7025819,0.005,0.155,0.84
7023827,0.095,0.445,0.46
7072871,0.0,0.09,0.91
7011074,0.035,0.17,0.795
7009049,0.0,0.045,0.955
6992136,0.17,0.385,0.445
7030389,0.155,0.455,0.39
7033455,0.07,0.195,0.735
7037317,0.12,0.295,0.585
6957208,0.075,0.3,0.625
7012071,0.27,0.4,0.33
7022634,0.025,0.055,0.92
7047277,0.04,0.085,0.875
7042643,0.035,0.105,0.86
7041509,0.055,0.18,0.765
7065020,0.005,0.15,0.845
7025403,0.04,0.265,0.695
7059857,0.085,0.26,0.655
7033308,0.065,0.265,0.67
7012399,0.025,0.205,0.77
7057459,0.11,0.35,0.54
7037400,0.18,0.41,0.41
6976024,0.065,0.25,0.685
7038754,0.035,0.255,0.71
6992569,0.01,0.16,0.83
7077800,0.02,0.09,0.89
6972232,0.06,0.295,0.645
6994766,0.255,0.36,0.385
6969534,0.15,0.34,0.51
7008619,0.33,0.28,0.39
7065925,0.01,0.15,0.84
7053180,0.04,0.18,0.78
7048320,0.07,0.185,0.745
6966397,0.01,0.12,0.87
7026557,0.045,0.28,0.675
7076741,0.06,0.235,0.705
6979572,0.055,0.21,0.735
7060524,0.08,0.385,0.535
7011545,0.06,0.235,0.705
6955308,0.125,0.31,0.565
7012007,0.02,0.18,0.8
7044902,0.16,0.39,0.45
6965687,0.085,0.205,0.71
7081408,0.035,0.135,0.83
7062816,0.005,0.095,0.9
7037204,0.21,0.37,0.42
7043816,0.065,0.255,0.68
7059863,0.125,0.32,0.555
7075970,0.01,0.09,0.9
7007627,0.12,0.295,0.585
7061192,0.11,0.36,0.53
7002746,0.005,0.12,0.875
6976210,0.08,0.43,0.49
7050464,0.085,0.25,0.665
6961740,0.03,0.155,0.815
7009557,0.0,0.045,0.955
7060352,0.085,0.31,0.605
6962769,0.125,0.245,0.63
7071265,0.02,0.055,0.925
7051137,0.005,0.04,0.955
7009242,0.125,0.335,0.54
6979036,0.095,0.425,0.48
7047865,0.07,0.23,0.7
7008154,0.095,0.305,0.6
6967904,0.14,0.36,0.5
6982459,0.025,0.205,0.77
6978150,0.03,0.145,0.825
7054430,0.015,0.09,0.895
6984587,0.04,0.215,0.745
7038752,0.12,0.355,0.525
7052066,0.09,0.31,0.6
6981323,0.025,0.13,0.845
7037871,0.08,0.285,0.635
7082786,0.08,0.35,0.57
7019385,0.185,0.39,0.425
7062811,0.065,0.255,0.68
6997223,0.04,0.1,0.86
6979785,0.05,0.195,0.755
7037936,0.18,0.405,0.415
7073400,0.07,0.205,0.725
7048702,0.015,0.08,0.905
6998030,0.12,0.335,0.545
7013174,0.045,0.185,0.77
7009571,0.085,0.315,0.6
7066143,0.03,0.215,0.755
7071061,0.12,0.35,0.53
6969332,0.095,0.375,0.53
7065383,0.115,0.27,0.615
6984431,0.03,0.15,0.82
7061107,0.155,0.315,0.53
6972022,0.095,0.155,0.75
7043776,0.065,0.38,0.555
7055030,0.01,0.235,0.755
7008106,0.135,0.45,0.415
7082694,0.18,0.405,0.415
6978408,0.085,0.295,0.62
7054441,0.015,0.13,0.855
6998135,0.01,0.145,0.845
7059723,0.035,0.19,0.775
7043348,0.045,0.225,0.73
6983382,0.15,0.375,0.475
6985583,0.02,0.1,0.88
7001806,0.05,0.21,0.74
6997085,0.125,0.29,0.585
6995616,0.01,0.095,0.895
7048931,0.055,0.16,0.785
6991363,0.04,0.175,0.785
7251885,0.005,0.025,0.97
7024358,0.025,0.075,0.9
7047272,0.015,0.1,0.885
7010476,0.07,0.27,0.66
7040101,0.05,0.18,0.77
7019086,0.035,0.13,0.835
7040821,0.03,0.125,0.845
6974212,0.06,0.285,0.655
7046154,0.015,0.13,0.855
6952186,0.04,0.19,0.77
7007969,0.01,0.055,0.935
6998520,0.185,0.41,0.405
7046328,0.02,0.18,0.8
7076247,0.005,0.09,0.905
7035800,0.01,0.195,0.795
6998358,0.025,0.17,0.805
7081832,0.05,0.265,0.685
7026043,0.085,0.315,0.6
6974130,0.175,0.39,0.435
7052396,0.09,0.3,0.61
6988643,0.01,0.18,0.81
6959876,0.04,0.165,0.795
6966412,0.015,0.13,0.855
7041355,0.01,0.045,0.945
7011203,0.12,0.34,0.54
7008469,0.065,0.17,0.765
7021656,0.005,0.075,0.92
6996939,0.025,0.25,0.725
7020168,0.03,0.26,0.71
7082799,0.0,0.035,0.965
7062850,0.0,0.04,0.96
6991671,0.165,0.355,0.48
6972070,0.01,0.05,0.94
7042367,0.01,0.175,0.815
7057668,0.01,0.03,0.96
7007248,0.29,0.29,0.42
6992350,0.03,0.17,0.8
6976197,0.145,0.38,0.475
6973351,0.025,0.085,0.89
6996419,0.005,0.025,0.97
6981169,0.08,0.295,0.625
7074262,0.035,0.22,0.745
6996420,0.07,0.305,0.625
7028562,0.0,0.07,0.93
6953176,0.145,0.41,0.445
7023311,0.04,0.215,0.745
7007805,0.245,0.415,0.34
7012833,0.01,0.14,0.85
7030844,0.0,0.07,0.93
7061217,0.005,0.145,0.85
6994499,0.005,0.065,0.93
6959253,0.005,0.075,0.92
7029354,0.135,0.405,0.46
7036369,0.14,0.33,0.53
7024636,0.02,0.115,0.865
6970988,0.155,0.4,0.445
6974365,0.08,0.215,0.705
6958716,0.04,0.125,0.835
7014526,0.1,0.325,0.575
7023437,0.05,0.265,0.685
6974178,0.06,0.225,0.715
7053429,0.14,0.435,0.425
6982297,0.06,0.33,0.61
7075421,0.02,0.105,0.875
6955922,0.07,0.345,0.585
6973187,0.025,0.165,0.81
6980257,0.08,0.315,0.605
7029991,0.295,0.32,0.385
7017617,0.035,0.115,0.85
7048277,0.025,0.22,0.755
7061874,0.05,0.26,0.69
7045325,0.1,0.32,0.58
7036824,0.03,0.19,0.78
6993037,0.005,0.04,0.955
6989573,0.005,0.06,0.935
7082966,0.04,0.185,0.775
6957677,0.065,0.265,0.67
7062819,0.015,0.11,0.875
7016163,0.04,0.17,0.79
7017383,0.1,0.335,0.565
7075479,0.015,0.09,0.895
7010798,0.315,0.28,0.405
6971080,0.0,0.02,0.98
6970352,0.085,0.3,0.615
7043431,0.025,0.15,0.825
6970434,0.06,0.17,0.77
6977427,0.03,0.27,0.7
7037065,0.07,0.23,0.7
7025181,0.005,0.09,0.905
7075595,0.005,0.075,0.92
6992056,0.015,0.135,0.85
6971998,0.02,0.135,0.845
7053279,0.03,0.175,0.795
7072229,0.035,0.195,0.77
7073605,0.03,0.135,0.835
7042420,0.035,0.2,0.765
7019327,0.01,0.06,0.93
7011864,0.045,0.14,0.815
7074200,0.15,0.38,0.47
6963309,0.205,0.265,0.53
7016322,0.135,0.365,0.5
7055901,0.005,0.035,0.96
6957346,0.025,0.095,0.88
7009594,0.01,0.09,0.9
7043985,0.09,0.42,0.49
7005256,0.075,0.425,0.5
7030439,0.035,0.13,0.835
7024115,0.03,0.165,0.805
7048873,0.02,0.22,0.76
6966258,0.12,0.27,0.61
7062886,0.025,0.22,0.755
6968955,0.005,0.075,0.92
6977700,0.005,0.025,0.97
6977799,0.075,0.265,0.66
7083112,0.02,0.135,0.845
7040372,0.005,0.035,0.96
7007522,0.14,0.385,0.475
7023331,0.005,0.06,0.935
7021958,0.055,0.12,0.825
7048925,0.095,0.24,0.665
7022509,0.05,0.275,0.675
7039271,0.025,0.1,0.875
6953736,0.16,0.35,0.49
7012893,0.005,0.08,0.915
7002962,0.03,0.15,0.82
6966603,0.32,0.315,0.365
7011661,0.12,0.45,0.43
6993156,0.015,0.105,0.88
6959807,0.07,0.44,0.49
6970030,0.15,0.41,0.44
7073262,0.02,0.145,0.835
7000257,0.07,0.34,0.59
7055265,0.105,0.37,0.525
7024411,0.025,0.105,0.87
7043805,0.145,0.5,0.355
7061114,0.03,0.285,0.685
7045188,0.085,0.32,0.595
7018877,0.01,0.07,0.92
7054696,0.0,0.045,0.955
7005950,0.31,0.295,0.395
7040716,0.025,0.125,0.85
7060569,0.07,0.275,0.655
6967991,0.055,0.18,0.765
6984051,0.055,0.25,0.695
7060023,0.055,0.205,0.74
6969473,0.02,0.15,0.83
6995625,0.02,0.11,0.87
7040937,0.01,0.15,0.84
6969711,0.07,0.27,0.66
7000095,0.01,0.075,0.915
7073873,0.0,0.025,0.975
6979430,0.05,0.29,0.66
7034204,0.085,0.21,0.705
7033158,0.115,0.34,0.545
7062422,0.045,0.375,0.58
6962040,0.03,0.12,0.85
6969265,0.03,0.22,0.75
7043636,0.18,0.355,0.465
7028795,0.06,0.255,0.685
7011914,0.01,0.075,0.915
6971980,0.005,0.07,0.925
7057338,0.155,0.37,0.475
7031221,0.21,0.305,0.485
7018377,0.125,0.435,0.44
6984474,0.005,0.07,0.925
6983315,0.105,0.345,0.55
7074498,0.115,0.445,0.44
7033705,0.175,0.235,0.59
7057904,0.135,0.39,0.475
7019130,0.095,0.44,0.465
7018914,0.01,0.115,0.875
7031908,0.075,0.43,0.495
6999175,0.29,0.325,0.385
7042062,0.33,0.34,0.33
7081944,0.05,0.26,0.69
7040288,0.15,0.385,0.465
7081081,0.285,0.36,0.355
7007394,0.035,0.21,0.755
7044975,0.03,0.225,0.745
7024297,0.105,0.355,0.54
7062950,0.1,0.445,0.455
7001396,0.165,0.425,0.41
7067787,0.005,0.115,0.88
7077219,0.025,0.16,0.815
7081473,0.03,0.155,0.815
7011467,0.0,0.03,0.97
7028424,0.02,0.07,0.91
6972543,0.045,0.16,0.795
7061314,0.06,0.25,0.69
7046744,0.155,0.405,0.44
6979474,0.035,0.175,0.79
7036480,0.03,0.25,0.72
7071321,0.275,0.335,0.39
7074606,0.02,0.11,0.87
6958969,0.1,0.24,0.66
7042294,0.33,0.34,0.33
6999102,0.04,0.205,0.755
7027479,0.015,0.175,0.81
6986992,0.05,0.32,0.63
7009844,0.115,0.33,0.555
7070469,0.125,0.415,0.46
7065544,0.125,0.325,0.55
7022281,0.09,0.405,0.505
7043948,0.095,0.325,0.58
7081578,0.09,0.25,0.66
7077967,0.01,0.055,0.935
6977319,0.025,0.215,0.76
6964603,0.075,0.35,0.575
7027229,0.035,0.1,0.865
7007461,0.02,0.19,0.79
7038866,0.03,0.21,0.76
6958640,0.05,0.155,0.795
6962541,0.015,0.11,0.875
7081216,0.02,0.13,0.85
7071711,0.17,0.445,0.385
6964119,0.05,0.265,0.685
7004905,0.03,0.2,0.77
7052612,0.045,0.195,0.76
6956828,0.015,0.225,0.76
7040647,0.015,0.205,0.78
7063438,0.05,0.17,0.78
6994957,0.07,0.325,0.605
7073417,0.03,0.135,0.835
6998258,0.005,0.03,0.965
7058141,0.03,0.135,0.835
7062209,0.12,0.275,0.605
7020239,0.085,0.32,0.595
7042394,0.325,0.32,0.355
6968646,0.12,0.32,0.56
7027862,0.07,0.265,0.665
6967614,0.18,0.395,0.425
7046357,0.005,0.11,0.885
7045819,0.025,0.205,0.77
7015317,0.0,0.065,0.935
7049150,0.035,0.205,0.76
7068979,0.26,0.39,0.35
6997621,0.05,0.315,0.635
7004718,0.125,0.42,0.455
7038569,0.095,0.245,0.66
6974954,0.135,0.35,0.515
6964161,0.065,0.175,0.76
7029542,0.19,0.35,0.46
6952469,0.0,0.07,0.93
6956584,0.065,0.235,0.7
7040394,0.11,0.275,0.615
7022024,0.09,0.39,0.52
7068249,0.14,0.37,0.49
7065260,0.025,0.11,0.865
7049747,0.03,0.165,0.805
7064455,0.015,0.12,0.865
7062692,0.025,0.145,0.83
6980556,0.05,0.295,0.655
7063569,0.055,0.19,0.755
7043784,0.05,0.19,0.76
6988331,0.02,0.095,0.885
6997983,0.18,0.435,0.385
6982052,0.08,0.355,0.565
7064878,0.085,0.2,0.715
7040958,0.025,0.09,0.885
7075168,0.005,0.155,0.84
6956087,0.02,0.11,0.87
6995693,0.255,0.35,0.395
6954630,0.13,0.445,0.425
6992819,0.175,0.355,0.47
7059336,0.095,0.45,0.455
7040719,0.045,0.23,0.725
7007876,0.09,0.37,0.54
6958872,0.09,0.315,0.595
7009202,0.11,0.22,0.67
7070004,0.09,0.46,0.45
7079895,0.045,0.245,0.71
7025675,0.03,0.3,0.67
7041635,0.03,0.125,0.845
6992067,0.05,0.155,0.795
6964874,0.07,0.21,0.72
7016866,0.03,0.1,0.87
7018647,0.15,0.395,0.455
6998217,0.195,0.365,0.44
6968414,0.07,0.26,0.67
6996729,0.03,0.25,0.72
6994020,0.09,0.305,0.605
7061129,0.09,0.31,0.6
7032508,0.025,0.12,0.855
6961310,0.0,0.035,0.965
6983643,0.025,0.2,0.775
7053687,0.015,0.105,0.88
6997070,0.025,0.095,0.88
7023292,0.025,0.14,0.835
6988662,0.05,0.165,0.785
6989866,0.135,0.34,0.525
7050086,0.01,0.02,0.97
7027870,0.14,0.275,0.585
7039933,0.115,0.42,0.465
7031785,0.035,0.255,0.71
7059339,0.04,0.175,0.785
7054497,0.05,0.3,0.65
7011165,0.055,0.19,0.755
7071528,0.09,0.42,0.49
7079628,0.07,0.27,0.66
7040038,0.01,0.095,0.895
6983244,0.02,0.08,0.9
7040078,0.14,0.41,0.45
6971559,0.035,0.11,0.855
6952134,0.025,0.135,0.84
7022170,0.07,0.29,0.64
6976856,0.12,0.28,0.6
6974079,0.06,0.225,0.715
7067977,0.02,0.1,0.88
7017147,0.02,0.105,0.875
7000373,0.02,0.205,0.775
6959117,0.045,0.225,0.73
6968543,0.02,0.12,0.86
7056704,0.01,0.155,0.835
7075466,0.025,0.15,0.825
7066077,0.025,0.14,0.835
7014627,0.025,0.2,0.775
6969467,0.145,0.45,0.405
7009872,0.025,0.155,0.82
7026546,0.29,0.335,0.375
7022399,0.305,0.31,0.385
7030621,0.2,0.435,0.365
7029498,0.195,0.305,0.5
7068984,0.03,0.16,0.81
7031975,0.205,0.32,0.475
7025216,0.1,0.36,0.54
7022435,0.19,0.34,0.47
7067754,0.05,0.125,0.825
7007881,0.06,0.35,0.59
6978968,0.01,0.24,0.75
7028399,0.01,0.085,0.905
7042387,0.275,0.33,0.395
7026780,0.015,0.21,0.775
7077342,0.01,0.06,0.93
7077396,0.185,0.305,0.51
7031157,0.015,0.145,0.84
6972422,0.01,0.05,0.94
7067792,0.03,0.205,0.765
7080335,0.105,0.195,0.7
7044514,0.08,0.4,0.52
6978978,0.08,0.405,0.515
7073688,0.27,0.38,0.35
7027767,0.115,0.265,0.62
6980716,0.035,0.28,0.685
6984717,0.0,0.03,0.97
7001777,0.015,0.15,0.835
7041785,0.06,0.225,0.715
7070811,0.02,0.09,0.89
7006861,0.125,0.32,0.555
7023842,0.14,0.335,0.525
7021467,0.0,0.02,0.98
6969055,0.015,0.17,0.815
7035283,0.03,0.125,0.845
6975060,0.045,0.29,0.665
6958096,0.015,0.1,0.885
7030804,0.15,0.365,0.485
6980893,0.165,0.46,0.375
7060108,0.08,0.405,0.515
7036530,0.07,0.39,0.54
6953086,0.025,0.245,0.73
7075111,0.145,0.23,0.625
6992905,0.015,0.26,0.725
7074458,0.015,0.245,0.74
7079125,0.01,0.07,0.92
6978801,0.025,0.285,0.69
7020357,0.125,0.32,0.555
6991119,0.05,0.22,0.73
6976187,0.005,0.04,0.955
6968356,0.065,0.205,0.73
7055282,0.045,0.225,0.73
6958555,0.005,0.16,0.835
7052912,0.03,0.1,0.87
7061864,0.02,0.14,0.84
7084131,0.045,0.135,0.82
7076194,0.055,0.305,0.64
6977706,0.03,0.09,0.88
7075130,0.175,0.34,0.485
7040320,0.0,0.09,0.91
6969688,0.075,0.27,0.655
6953564,0.02,0.095,0.885
6994685,0.03,0.125,0.845
6958657,0.28,0.42,0.3
6954086,0.02,0.165,0.815
6977993,0.05,0.305,0.645
7075899,0.06,0.28,0.66
7003125,0.03,0.155,0.815
6963686,0.205,0.31,0.485
6967596,0.125,0.325,0.55
7016995,0.075,0.235,0.69
7070158,0.165,0.535,0.3
6983957,0.125,0.445,0.43
7015177,0.315,0.315,0.37
6986248,0.035,0.19,0.775
6975779,0.07,0.345,0.585
6973052,0.095,0.315,0.59
7042480,0.08,0.19,0.73
6983967,0.13,0.38,0.49
7003193,0.05,0.25,0.7
7010139,0.07,0.3,0.63
7061899,0.03,0.135,0.835
7016749,0.005,0.115,0.88
7061289,0.11,0.42,0.47
6975411,0.0,0.155,0.845
7045646,0.025,0.17,0.805
6975164,0.055,0.19,0.755
7049453,0.035,0.275,0.69
7017503,0.085,0.27,0.645
6969376,0.015,0.195,0.79
7067135,0.16,0.37,0.47
6954373,0.19,0.3,0.51
6989121,0.275,0.415,0.31
6952149,0.06,0.235,0.705
7051819,0.01,0.1,0.89
7041738,0.0,0.085,0.915
7045410,0.015,0.13,0.855
7077431,0.025,0.14,0.835
6962693,0.02,0.21,0.77
7057356,0.045,0.195,0.76
6991580,0.16,0.335,0.505
7029882,0.12,0.405,0.475
7014183,0.12,0.425,0.455
7080963,0.02,0.145,0.835
7016579,0.02,0.115,0.865
7054584,0.025,0.095,0.88
7033556,0.055,0.33,0.615
7036413,0.08,0.285,0.635
6989002,0.025,0.145,0.83
6980267,0.025,0.315,0.66
7038256,0.2,0.385,0.415
7004636,0.175,0.365,0.46
7059647,0.08,0.275,0.645
6983040,0.04,0.17,0.79
7035573,0.005,0.02,0.975
6958345,0.035,0.14,0.825
6980405,0.065,0.305,0.63
7074062,0.05,0.22,0.73
7081272,0.215,0.39,0.395
7009731,0.025,0.055,0.92
7043495,0.025,0.155,0.82
6986517,0.015,0.21,0.775
6958950,0.0,0.145,0.855
7060224,0.045,0.225,0.73
7001498,0.005,0.05,0.945
7005685,0.13,0.29,0.58
7030685,0.19,0.43,0.38
6999285,0.025,0.105,0.87
7025277,0.07,0.28,0.65
7014711,0.01,0.05,0.94
7028714,0.035,0.18,0.785
7028218,0.035,0.195,0.77
7053862,0.19,0.41,0.4
7083512,0.055,0.19,0.755
6956796,0.015,0.17,0.815
7006171,0.005,0.06,0.935
7055775,0.015,0.15,0.835
7031506,0.03,0.21,0.76
6970085,0.045,0.21,0.745
6979053,0.08,0.425,0.495
6959377,0.005,0.11,0.885
7032889,0.015,0.105,0.88
7061843,0.175,0.395,0.43
6974701,0.105,0.425,0.47
7074316,0.02,0.19,0.79
7070180,0.095,0.42,0.485
7080965,0.04,0.215,0.745
7071209,0.045,0.15,0.805
7054760,0.02,0.105,0.875
6979021,0.02,0.14,0.84
7053544,0.055,0.365,0.58
7019266,0.075,0.38,0.545
7033268,0.02,0.095,0.885
6954927,0.135,0.41,0.455
7080968,0.065,0.24,0.695
6975130,0.02,0.085,0.895
6952559,0.01,0.05,0.94
6981007,0.03,0.175,0.795
6980254,0.105,0.225,0.67
7063061,0.055,0.345,0.6
6995316,0.02,0.1,0.88
7116921,0.08,0.43,0.49
7073714,0.08,0.345,0.575
7019654,0.02,0.135,0.845
7073699,0.26,0.305,0.435
7066765,0.0,0.02,0.98
6992411,0.165,0.3,0.535
7028525,0.105,0.255,0.64
7008544,0.055,0.19,0.755
7037972,0.055,0.275,0.67
6986321,0.105,0.33,0.565
6973349,0.095,0.31,0.595
6976902,0.005,0.07,0.925
7014943,0.08,0.315,0.605
7000243,0.07,0.25,0.68
7005498,0.125,0.455,0.42
7002063,0.005,0.23,0.765
7082543,0.2,0.375,0.425
7044263,0.11,0.45,0.44
7066278,0.0,0.025,0.975
6975763,0.105,0.425,0.47
6983988,0.015,0.125,0.86
7006043,0.035,0.225,0.74
7062548,0.03,0.11,0.86
7044916,0.135,0.375,0.49
6959505,0.085,0.445,0.47
7065470,0.025,0.285,0.69
7026353,0.005,0.065,0.93
6976242,0.2,0.445,0.355
6973368,0.09,0.47,0.44
6966622,0.175,0.305,0.52
7054287,0.06,0.175,0.765
6993155,0.005,0.045,0.95
7046556,0.005,0.11,0.885
6982138,0.115,0.38,0.505
6972451,0.065,0.38,0.555
6990238,0.125,0.43,0.445
7073086,0.2,0.42,0.38
6981826,0.075,0.255,0.67
6962229,0.05,0.27,0.68
7041033,0.01,0.1,0.89
6960635,0.175,0.355,0.47
7007768,0.01,0.12,0.87
7020005,0.015,0.24,0.745
6962951,0.095,0.415,0.49
6976801,0.16,0.45,0.39
6975943,0.045,0.235,0.72
7050266,0.125,0.41,0.465
7048703,0.03,0.12,0.85
6998542,0.18,0.38,0.44
7078691,0.1,0.405,0.495
6983316,0.015,0.27,0.715
6967856,0.115,0.4,0.485
7069462,0.185,0.34,0.475
7078732,0.05,0.305,0.645
6983402,0.045,0.14,0.815
7021784,0.05,0.205,0.745
7021355,0.12,0.475,0.405
7025863,0.03,0.145,0.825
